44.10637	-70.22602	McDonalds
44.080984 	-70.261542 	McDonalds 
44.31395 	-69.79848 	McDonalds
44.32235 	-69.76437 	McDonalds
44.79037 	-68.77682 	McDonalds
44.83837 	-68.74271 	McDonalds
44.81818 	-68.81221 	McDonalds
44.8226 	-68.77879 	McDonalds
43.9087 	-69.82751 	McDonalds 
44.42383 	-69.01929 	McDonalds
43.4836 	-70.47083 	McDonalds
44.77595 	-68.73399 	McDonalds
44.78065 	-68.74344 	McDonalds
43.91253 	-69.98614 	McDonalds
43.90603 	-69.91521 	McDonalds
44.56969 	-68.77497 	McDonalds
45.184052 	-67.283052 	McDonalds
46.864891 	-68.004616 	McDonalds
44.036662 	-69.511415 	McDonalds
45.18042 	-69.27509 	McDonalds
44.53107 	-68.40647 	McDonalds
43.7206 	-70.23256 	McDonalds
44.666183 	-70.147636 	McDonalds
47.257351 	-68.58976 	McDonalds 
43.86094 	-70.10223 	McDonalds  
44.23199 	-69.77388 	McDonalds
43.88600	-70.33002	McDonalds
46.133965 	-67.839302 	McDonalds
44.50813 	-70.21718 	McDonalds
43.39282 	-70.53329 	McDonalds 
43.114819 	-70.730293 	McDonalds
44.080746 	-70.195999 	McDonalds
45.361982 	-68.516614 	McDonalds
44.00377 	-70.07022 	McDonalds 
44.717706 	-67.453237 	McDonalds
47.356029 	-68.335071 	McDonalds 
45.65704 	-68.688769 	McDonalds
44.83596 	-69.288 	McDonalds
44.91558 	-68.68314 	McDonalds
43.65458 	-70.28006 	McDonalds
43.68796 	-70.29343 	McDonalds 
46.686878 	-68.013084 	McDonalds
44.11551 	-69.10484 	McDonalds  
44.51741 	-70.55889 	McDonalds 
43.5100 	-70.4343 	McDonalds
43.43271 	-70.77045 	McDonalds
43.5911 	-70.33252 	McDonalds
44.77452 	-69.72361 	McDonalds
44.21605 	-70.51774 	McDonalds
43.63678 	-70.33288 	McDonalds
43.63817 	-70.25643 	McDonalds
43.93972 	-69.97572 	McDonalds
44.544991 	-69.675949 	McDonalds
44.57033 	-69.64016 	McDonalds
43.30379 	-70.58551 	McDonalds
43.67812 	-70.33497 	McDonalds
43.83794 	-70.44178 	McDonalds
44.53802 	-69.6285 	McDonalds
43.8040 	-70.17995 	McDonalds
43.02342 	-71.074099	Burger King  
43.034846 	-70.779605	Burger King  
43.1044 	-70.7483	Burger King  
43.182119 	-70.875956	Burger King
43.235555	 -70.88094	Burger King  
43.309082 	-70.990165	Burger King
43.410005 	-70.561194	Burger King  
43.410426 	-70.558255	Burger King
43.419308 	-70.755933	Burger King  
43.482873 	-70.470841	Burger King 
43.509497 	-70.434758	Burger King  
43.636727 	-70.332011	Burger King  
43.6464 	-70.30894	Burger King  
43.6659 	-70.2776	Burger King
43.680757 	-70.439402	Burger King
43.68169 	-70.329465	Burger King
43.839012 	-70.441984	Burger King  
43.907199 	-69.918242	Burger King  
43.910179 	-69.822626	Burger King  
44.01747 	-71.115335	Burger King
44.084858 	-70.204437	Burger King
44.114312	-70.223734	Burger King  
44.115047 	-69.104872	Burger King
44.120041 	-70.236265	Burger King  
44.121851 	-70.202401	Burger King  
44.215415 	-70.519752	Burger King  
44.220555 	-69.792747	Burger King  
44.31297 	-69.795356	Burger King  
44.391692 	-71.185605	Burger King  
44.534254 	-68.410442	Burger King  
44.545344 	-69.678428	Burger King  
44.556752 	-69.629623	Burger King  
44.628027 	-70.157001	Burger King  
44.78038 	-68.742049	Burger King  
44.784853 	-69.73048	Burger King  
44.817579 	-68.811527	Burger King  
44.835042 	-68.74157	Burger King  
44.835784 	-69.28937	Burger King  
44.904398 	-68.690814	Burger King  
45.18187 	-67.28482	Burger King  
46.126563 	-70.683225	Burger King  
46.136375 	-67.839594	Burger King  
46.698813 	-68.010966	Burger King  
46.791229 	-71.172136	Burger King  
46.870888 	-68.001473	Burger King  
47.049237 	-67.737939	Burger King  
43.4925 	-70.453903	Tim Hortons   
43.5868 	-70.352299	Tim Hortons 
43.634552 	-70.337377	Tim Hortons   
43.635856 	-70.254123	Tim Hortons
43.658923 	-70.297794	Tim Hortons  
43.912453 	-69.985085	Tim Hortons  
43.927502 	-69.976402 	Tim Hortons 
44.081467 	-70.262658	Tim Hortons  
44.082471 	-70.199365 	Tim Hortons 
44.102999 	-70.17722	Tim Hortons  
44.117885	-70.225029	Tim Hortons  
44.121494 	-69.100712	Tim Hortons  
44.210801 	-70.529621	Tim Hortons  
44.314356 	-69.800914	Tim Hortons  
44.320244 	-69.76546	Tim Hortons  
44.566203 	-69.63749	Tim Hortons  
44.776477 	-68.733623	Tim Hortons  
44.776867 	-69.724756	Tim Hortons  
44.78505 	-68.750244	Tim Hortons  
44.790355 	-68.810797	Tim Hortons  
44.79099 	-68.776687	Tim Hortons  
44.821194 	-68.777213	Tim Hortons  
44.838371 	-69.283714	Tim Hortons  
44.915886 	-68.682799	Tim Hortons  
45.084097 	-67.062565	Tim Hortons  
45.198015 	-67.274292	Tim Hortons  
45.357579 	-68.525104	Tim Hortons  
45.587717 	-70.90231	Tim Hortons  
45.593513 	-70.91231	Tim Hortons  
46.114635 	-70.676094	Tim Hortons  
46.122303 	-67.605872	Tim Hortons  
46.126854 	-70.667206	Tim Hortons  
46.130615 	-70.694382	Tim Hortons  
46.145149 	-67.840408	Tim Hortons  
46.15067 	-67.5732	Tim Hortons  
46.16861 	-67.59858	Tim Hortons  
46.30529 	-67.530448	Tim Hortons  
46.418836 	-70.994878	Tim Hortons  
46.4462 	-71.0272	Tim Hortons  
46.453899 	-67.605947	Tim Hortons  
46.699856 	-68.01047	Tim Hortons  
46.701234 	-68.009741	Tim Hortons  
46.7390 	-67.71545	Tim Hortons  
46.787109 	-71.155787	Tim Hortons  
46.787544 	-71.165077	Tim Hortons  
46.793195 	-71.179939	Tim Hortons  
46.798447 	-71.171048	Tim Hortons  
46.813828 	-71.153141	Tim Hortons  
46.864355 	-68.004849	Tim Hortons  
46.875493 	-71.194725	Tim Hortons  
46.887111 	-71.173628	Tim Hortons  
46.89921 	-71.1910	Tim Hortons  
46.982122 	-70.562105	Tim Hortons  
47.01933 	-70.93616	Tim Hortons
